DrugID	Drug_Target
CIDm00011009	4512
CIDm00011009	30061
CIDm00011009	2877
CIDm00011009	4891
CIDm00011009	7388
CIDm00011009	213
CIDm00011009	1621
CIDm00011009	1318
CIDm00011009	26
CIDm00011009	29796
CIDm00011136	8170
CIDm00011138	3040
CIDm00011138	3043
CIDm00011222	1584
CIDm00011222	1585
CIDm00011290	3269
CIDm00011301	8608
CIDm00011301	3283
CIDm00011301	3284
CIDm00011301	6462
CIDm00011313	5621
CIDm00011421	7299
CIDm00011443	3553
CIDm00011444	84735
CIDm00011578	210
CIDm00011617	1571
CIDm00011668	5473
CIDm00011742	2104
CIDm00011790	1544
CIDm00011790	1543
CIDm00011915	54363
CIDm00012066	6817
CIDm00012374	3265
CIDm00012374	2908
CIDm00012389	4047
CIDm00012453	1813
CIDm00012544	6554
CIDm00012544	10998
CIDm00012544	2172
CIDm00012544	28234
CIDm00012544	10599
CIDm00012544	6555
CIDm00012544	570
CIDm00012547	2492
CIDm00012547	6770
CIDm00012547	3973
CIDm00012555	2326
CIDm00012555	2329
CIDm00012555	2328
CIDm00012575	1312
CIDm00012584	9615
CIDm00012717	122622
CIDm00012790	4860
CIDm00012921	6319
CIDm00013017	125
CIDm00013017	127
CIDm00013052	7054
CIDm00013089	1576
CIDm00013195	760
CIDm00013342	51175
CIDm00013342	203068
CIDm00013342	7846
CIDm00013342	5243
CIDm00013342	10383
CIDm00013342	5244
CIDm00013342	3725
CIDm00013342	9429
CIDm00013493	4985
CIDm00013493	4988
CIDm00013493	4986
CIDm00013535	1491
CIDm00013611	6035
CIDm00013754	5444
CIDm00013766	367
CIDm00013766	50636
CIDm00013766	5241
CIDm00013789	2852
CIDm00013849	2150
CIDm00013849	5020
CIDm00013946	1109
CIDm00014012	3091
CIDm00014012	207
CIDm00014012	5879
CIDm00014012	5423
CIDm00014090	10327
CIDm00014090	231
CIDm00014357	3043
CIDm00014403	1576
CIDm00014403	1543
CIDm00014403	1548
CIDm00014403	1544
CIDm00014403	1577
CIDm00014403	1553
CIDm00014676	3269
CIDm00014706	4988
CIDm00014706	4985
CIDm00014814	6772
CIDm00014888	1789
CIDm00014888	1786
CIDm00014888	2099
CIDm00014888	6667
CIDm00014888	4363
CIDm00014917	590
CIDm00014925	50
CIDm00014989	50840
CIDm00014989	259291
CIDm00014989	259290
CIDm00014989	50833
CIDm00014989	5726
CIDm00014989	259289
CIDm00014989	259292
CIDm00014989	106707243
CIDm00014989	50839
CIDm00014989	50837
CIDm00015032	8856
CIDm00015047	1736
CIDm00015103	1491
CIDm00015103	7153
CIDm00015103	57697
CIDm00015103	5575
CIDm00015103	7155
CIDm00015103	4548
CIDm00015103	9563
CIDm00015103	7157
CIDm00015103	4144
CIDm00015103	27430
CIDm00015103	32
CIDm00015103	2876
CIDm00015103	55829
CIDm00015178	4129
CIDm00015386	1815
CIDm00015386	1814
CIDm00015386	1813
CIDm00015391	5644
CIDm00015391	440387
CIDm00015433	4779
CIDm00015433	1723
CIDm00015433	11034
CIDm00015433	5375
CIDm00015433	4129
CIDm00015433	6010
CIDm00015433	1072
CIDm00015625	3320
CIDm00015625	405
CIDm00015625	672
CIDm00015625	1543
CIDm00015625	57491
CIDm00015625	1544
CIDm00015625	9049
CIDm00015625	196
CIDm00015689	4846
CIDm00015897	6532
CIDm00015897	3357
CIDm00015906	2938
CIDm00015938	7157
CIDm00015938	2081
CIDm00015938	836
CIDm00015938	847
CIDm00015938	4217
CIDm00016043	4780
CIDm00016064	23643
CIDm00016064	7099
CIDm00016106	1813
CIDm00016106	3362
CIDm00016106	1814
CIDm00016124	2224
CIDm00016230	6337
CIDm00016230	5328
CIDm00016230	5327
CIDm00016230	6338
CIDm00016230	55515
CIDm00016230	6340
CIDm00016230	40
CIDm00016230	6548
CIDm00016230	6550
CIDm00016230	41
CIDm00016230	6339
CIDm00016230	6549
CIDm00016230	5972
CIDm00016259	5644
CIDm00016315	836
CIDm00016315	4846
CIDm00016315	4313
CIDm00016362	3350
CIDm00016362	3362
CIDm00016362	3363
CIDm00016362	3358
CIDm00016362	3757
CIDm00016362	152
CIDm00016362	3269
CIDm00016362	1813
CIDm00016362	1814
CIDm00016362	148
CIDm00016363	1813
CIDm00016363	1815
CIDm00016590	836
CIDm00016590	5599
CIDm00016842	4905
CIDm00016842	56605
CIDm00016886	7157
CIDm00016886	4255
CIDm00016886	1647
CIDm00016886	1786
CIDm00016886	2099
CIDm00016886	4100
CIDm00016886	4292
CIDm00016886	7161
CIDm00016886	54739
CIDm00016886	664
CIDm00016886	841
CIDm00016886	1012
CIDm00016886	11186
CIDm00016886	5915
CIDm00016886	10950
CIDm00016886	1045
CIDm00016886	1485
CIDm00016886	1457
CIDm00016886	5728
CIDm00017011	1816
CIDm00017011	1814
CIDm00017011	1815
CIDm00017011	1813
CIDm00017232	590
CIDm00017429	125
CIDm00017513	132
CIDm00017513	6517
CIDm00017513	158
CIDm00017513	5563
CIDm00017513	471
CIDm00017675	1576
CIDm00018026	154
CIDm00018058	4913
CIDm00018140	354
CIDm00018140	5037
CIDm00018140	4133
CIDm00018752	2125
CIDm00018752	5493
CIDm00018752	5339
CIDm00018794	760
CIDm00018830	554
CIDm00018830	552
CIDm00018845	3425
CIDm00018845	2817
CIDm00018845	10855
CIDm00018845	6448
CIDm00018845	6383
CIDm00018845	221914
CIDm00018845	2719
CIDm00018845	6382
CIDm00018845	375790
CIDm00018845	6385
CIDm00018845	9672
CIDm00018845	3339
CIDm00018946	1066
CIDm00019001	7298
CIDm00019001	4482
CIDm00019001	5970
CIDm00019001	654364
CIDm00019001	2954
CIDm00019001	5479
CIDm00019001	7167
CIDm00019001	7083
CIDm00019001	8312
CIDm00019001	815
CIDm00019001	3156
CIDm00019143	4988
CIDm00019143	4986
CIDm00019143	4985
CIDm00019266	9
CIDm00019454	367
CIDm00019861	3269
CIDm00019910	10988
CIDm00019920	973
CIDm00019920	3565
CIDm00019920	4067
CIDm00019920	6774
CIDm00019920	3569
CIDm00020114	4988
CIDm00020114	4986
CIDm00020114	4985
CIDm00020138	217
CIDm00020382	259232
CIDm00020382	11280
CIDm00020382	6328
CIDm00020382	6336
CIDm00020382	6331
CIDm00020382	6869
CIDm00020382	6326
CIDm00020382	6334
CIDm00020382	6335
CIDm00020382	6323
CIDm00020393	5468
CIDm00020393	3291
CIDm00020410	1133
CIDm00020410	1128
CIDm00020410	1131
CIDm00020518	6608
CIDm00020518	6469
CIDm00020518	5727
CIDm00020518	3549
CIDm00020518	2735
CIDm00020544	43
CIDm00020544	590
CIDm00020689	590
CIDm00020689	43
CIDm00021100	4128
CIDm00021100	220074
CIDm00021100	1312
CIDm00021157	2730
CIDm00021157	2936
CIDm00021157	54840
CIDm00021307	6389
CIDm00021439	1675
CIDm00021501	4846
CIDm00021501	4843
CIDm00021630	2099
CIDm00021632	1312
CIDm00021694	3576
CIDm00021722	3269
CIDm00021804	43
CIDm00021804	5444
CIDm00021804	590
CIDm00021846	1131
CIDm00021846	1133
CIDm00021846	1129
CIDm00021846	1128
CIDm00021846	1132
CIDm00021855	3269
CIDm00022069	1734
CIDm00022069	1735
CIDm00022069	10599
CIDm00022069	28231
CIDm00022069	1733
CIDm00022069	7252
CIDm00022258	4988
CIDm00022258	4986
CIDm00022318	1401
CIDm00022382	1859
CIDm00022382	4128
CIDm00022525	1452
CIDm00023056	1131
CIDm00023056	1132
CIDm00023056	1128
CIDm00023056	1133
CIDm00023056	1129
CIDm00023205	5970
CIDm00023236	1544
CIDm00023403	1384
CIDm00023403	6319
CIDm00023830	23408
CIDm00023897	1814
CIDm00023897	152
CIDm00023897	1813
CIDm00023925	5264
CIDm00023925	1356
CIDm00023925	3163
CIDm00023925	7166
CIDm00023925	5925
CIDm00023925	56648
CIDm00023925	6241
CIDm00023925	23498
CIDm00023925	5478
CIDm00023925	7018
CIDm00023925	5860
CIDm00023925	221120
CIDm00023925	7054
CIDm00023925	53630
CIDm00023925	1036
CIDm00023925	6556
CIDm00023925	3162
CIDm00023925	50484
CIDm00023925	54790
CIDm00023925	8424
CIDm00023925	30061
CIDm00023925	7037
CIDm00023925	54892
CIDm00023925	64428
CIDm00023925	5534
CIDm00023925	22
CIDm00023925	2879
CIDm00023925	5533
CIDm00023925	6240
CIDm00023925	240
CIDm00023925	23135
CIDm00023925	2152
CIDm00023925	6898
CIDm00023925	5034
CIDm00023925	9420
CIDm00023925	3242
CIDm00023925	1644
CIDm00023925	2805
CIDm00023925	81894
CIDm00023925	57128
CIDm00023925	2618
CIDm00023925	94033
CIDm00023925	1984
CIDm00023925	84274
CIDm00023925	2280
CIDm00023925	2745
CIDm00023925	4363
CIDm00023925	1352
CIDm00023925	391059
CIDm00023925	4057
CIDm00023925	2235
CIDm00023925	3725
CIDm00023925	1725
CIDm00023925	523
CIDm00023925	239
CIDm00023925	7296
CIDm00023925	7295
CIDm00023925	121642
CIDm00023925	2395
CIDm00023925	2495
CIDm00023925	2512
CIDm00023925	83875
CIDm00023925	121278
CIDm00023925	23310
CIDm00023925	48
CIDm00023925	246
CIDm00023925	533
CIDm00023925	9843
CIDm00023925	51312
CIDm00023925	4891
CIDm00023925	55240
CIDm00023925	3081
CIDm00023925	51380
CIDm00023925	80012
CIDm00023925	2353
CIDm00023925	3091
CIDm00023925	891
CIDm00023925	55217
CIDm00023925	79901
CIDm00023925	5530
CIDm00023925	5532
CIDm00023925	527
CIDm00023925	5053
CIDm00023930	3420
CIDm00023930	5747
CIDm00023930	3419
CIDm00023930	25828
CIDm00023930	847
CIDm00023930	7094
CIDm00023930	2806
CIDm00023930	3678
CIDm00023930	23239
CIDm00023930	120892
CIDm00023930	2876
CIDm00023930	1040
CIDm00023930	383
CIDm00023930	3705
CIDm00023930	5499
CIDm00023930	5260
CIDm00023930	5091
CIDm00023930	2730
CIDm00023930	50
CIDm00023930	5567
CIDm00023930	3421
CIDm00023930	3418
CIDm00023930	10988
CIDm00023930	3141
CIDm00023930	2752
CIDm00023930	5261
CIDm00023930	5184
CIDm00023930	6648
CIDm00023930	9156
CIDm00023930	5568
CIDm00023930	7450
CIDm00023930	207
CIDm00023930	3688
CIDm00023930	4967
CIDm00023930	2335
CIDm00023930	55748
CIDm00023930	6556
CIDm00023930	3674
CIDm00023930	2992
CIDm00023930	384
CIDm00023930	5566
CIDm00023931	6822
CIDm00023931	351
CIDm00023931	760
CIDm00023931	2878
CIDm00023931	360
CIDm00023931	2098
CIDm00023931	2091
CIDm00023931	5860
CIDm00023931	358
CIDm00023932	316
CIDm00023932	6821
CIDm00023963	3569
CIDm00023964	6821
CIDm00023982	5023
CIDm00023985	7296
CIDm00023985	114112
CIDm00023985	114112
CIDm00023991	64802
CIDm00023991	5198
CIDm00023994	55191
CIDm00023994	3304
CIDm00023994	221074
CIDm00023994	1879
CIDm00023994	25818
CIDm00023994	9632
CIDm00023994	55676
CIDm00023994	5532
CIDm00023994	102
CIDm00023994	4552
CIDm00023994	5530
CIDm00023994	9588
CIDm00023994	847
CIDm00023994	7779
CIDm00023994	5873
CIDm00023994	4314
CIDm00023994	55334
CIDm00023994	64116
CIDm00023994	23265
CIDm00023994	2863
CIDm00023994	2280
CIDm00023994	7780
CIDm00023994	1807
CIDm00023994	9615
CIDm00023994	6649
CIDm00023994	57181
CIDm00023994	1636
CIDm00023994	2987
CIDm00023994	55532
CIDm00023994	148867
CIDm00023994	91252
CIDm00023994	4644
CIDm00023994	3091
CIDm00023994	7173
CIDm00023994	6616
CIDm00023994	3630
CIDm00023994	7295
CIDm00023994	2644
CIDm00023994	7782
CIDm00023994	27173
CIDm00023994	5126
CIDm00023994	351
CIDm00023994	7915
CIDm00023994	8566
CIDm00023994	10463
CIDm00023994	27304
CIDm00023994	7263
CIDm00023994	3818
CIDm00023994	790
CIDm00023994	762
CIDm00023994	51074
CIDm00023994	64924
CIDm00023994	10802
CIDm00023994	4089
CIDm00023994	64802
CIDm00023994	5805
CIDm00023994	5328
CIDm00023994	5122
CIDm00023994	1950
CIDm00023994	475
CIDm00023994	5970
CIDm00023994	1956
CIDm00023994	4057
CIDm00023994	2643
CIDm00023994	836
CIDm00023994	4548
CIDm00023994	1965
CIDm00023994	142
CIDm00023994	2878
CIDm00023994	169026
CIDm00023994	3273
CIDm00023994	55770
CIDm00023994	55630
CIDm00023994	29986
CIDm00023994	51200
CIDm00023994	1358
CIDm00023994	6647
CIDm00023994	4843
CIDm00023994	10454
CIDm00023994	7157
CIDm00023994	4048
CIDm00023994	5536
CIDm00023994	4860
CIDm00023994	6556
CIDm00023994	10434
CIDm00023994	1806
CIDm00023994	7314
CIDm00023994	765
CIDm00023994	3799
CIDm00023994	115677
CIDm00023994	9973
CIDm00023994	11337
CIDm00023994	1357
CIDm00023994	201266
CIDm00023994	2877
CIDm00023994	161823
CIDm00023994	1361
CIDm00023994	5534
CIDm00023994	2950
CIDm00023994	7781
CIDm00023994	5533
CIDm00023994	5478
CIDm00023994	7421
CIDm00023994	210
CIDm00023994	3952
CIDm00023994	10427
CIDm00023994	4338
CIDm00023994	1360
CIDm00023994	207
CIDm00023994	3320
CIDm00023994	55520
CIDm00023994	25800
CIDm00023994	283375
CIDm00023994	130013
CIDm00023994	4846
CIDm00023994	11083
CIDm00023994	4907
CIDm00023994	635
CIDm00023994	2339
CIDm00023994	48
CIDm00023994	57534
CIDm00023994	7316
CIDm00023994	29985
CIDm00023994	6233
CIDm00023994	4312
CIDm00023994	978
CIDm00023994	2876
CIDm00023994	6868
CIDm00023994	23516
CIDm00023994	10988
CIDm00023994	4914
CIDm00023994	4803
CIDm00023994	23474
CIDm00023994	538
CIDm00023994	7311
CIDm00023994	7498
CIDm00023994	9871
CIDm00023994	124
CIDm00023994	5340
CIDm00023994	26018
CIDm00023994	57498
CIDm00023994	5593
CIDm00024239	4843
CIDm00024239	4846
CIDm00024261	7124
CIDm00024261	114548
CIDm00024261	3553
CIDm00024261	3576
CIDm00024261	3326
CIDm00024267	5837
CIDm00024288	3091
CIDm00024341	4353
CIDm00024417	1509
CIDm00024417	4255
CIDm00024441	632
CIDm00024462	540
CIDm00024466	1719
CIDm00024466	3176
CIDm00024470	6288
CIDm00024472	1571
CIDm00024502	3576
CIDm00024589	4645
CIDm00024621	4338
CIDm00024621	10243
CIDm00024621	2908
CIDm00024632	56172
CIDm00024748	6514
CIDm00024748	2592
CIDm00024748	6523
CIDm00024759	960
CIDm00024759	3161
CIDm00024766	9469
CIDm00024766	2588
CIDm00024766	56548
CIDm00024766	2335
CIDm00024766	9435
CIDm00024823	3576
CIDm00024823	729238
CIDm00024823	7124
CIDm00024823	653509
CIDm00024934	2876
CIDm00025197	1633
CIDm00025294	3269
CIDm00025465	3309
CIDm00025465	7494
CIDm00025465	3569
CIDm00025476	5054
CIDm00025476	148
CIDm00025476	4846
CIDm00025476	185
CIDm00025476	186
CIDm00025476	5972
CIDm00025476	1585
CIDm00025476	59272
CIDm00025476	1636
CIDm00025476	183
CIDm00025701	2571
CIDm00025701	994
CIDm00025701	51380
CIDm00025701	64146
CIDm00025701	1514
CIDm00025701	5770
CIDm00025701	152007
CIDm00025868	5646
CIDm00025892	2940
CIDm00025892	653689
CIDm00025892	1543
CIDm00025892	2938
CIDm00025892	2941
CIDm00025892	2939
CIDm00025945	210
CIDm00026042	836
CIDm00026098	213
CIDm00026331	2773
CIDm00026331	1814
CIDm00026331	2770
CIDm00026331	1132
CIDm00026331	346562
CIDm00026331	718
CIDm00026331	2771
CIDm00026331	5726
CIDm00026331	5733
CIDm00026331	1815
CIDm00026331	5999
CIDm00026346	1268
CIDm00026346	1269
CIDm00026346	51393
CIDm00026613	109
CIDm00026613	8843
CIDm00026613	165140
CIDm00026613	56670
CIDm00026613	112
CIDm00026613	108
CIDm00026613	111
CIDm00026613	338442
CIDm00026613	27199
CIDm00026613	107
CIDm00026613	196883
CIDm00026613	113
CIDm00026613	114
CIDm00026644	4986
CIDm00026644	4988
CIDm00026644	4987
CIDm00026644	4985
CIDm00026709	2908
CIDm00026721	4988
CIDm00026721	4985
CIDm00026721	4986
CIDm00026721	4987
CIDm00026840	5264
CIDm00026840	11001
CIDm00026840	2180
CIDm00026840	10478
CIDm00026955	6010
CIDm00026955	83875
CIDm00027280	11200
CIDm00027287	3163
CIDm00027287	3162
CIDm00027287	54205
CIDm00027400	3350
CIDm00027400	3358
CIDm00027812	5241
CIDm00027933	1432
CIDm00027991	359
CIDm00027991	554
CIDm00027991	5327
CIDm00027991	5054
CIDm00027991	553
CIDm00027991	5021
CIDm00027991	552
CIDm00027991	6403
CIDm00027991	7450
CIDm00028486	3613
CIDm00028486	3612
CIDm00028486	2932
CIDm00028486	627
CIDm00028486	207
CIDm00028486	80024
CIDm00028486	133308
CIDm00028486	359
CIDm00028517	54995
CIDm00028517	2194
CIDm00028649	2052
CIDm00028683	5578
CIDm00028683	5582
CIDm00028683	4953
CIDm00029051	6667
CIDm00029051	7157
CIDm00029051	6670
CIDm00029243	978
CIDm00030136	1813
CIDm00030136	1814
CIDm00030514	5409
CIDm00030623	7155
CIDm00030623	1807
CIDm00030623	7153
CIDm00030667	150
CIDm00030819	2050
CIDm00030819	6714
CIDm00030819	3815
CIDm00030819	3055
CIDm00030956	2335
CIDm00031260	125
CIDm00031260	130
CIDm00031275	7043
CIDm00031275	29924
CIDm00031275	10673
CIDm00031304	2569
CIDm00031304	2742
CIDm00031378	2852
CIDm00031378	5972
CIDm00031378	2908
CIDm00031378	367
CIDm00031402	8856
CIDm00031423	1544
CIDm00031423	1543
CIDm00031423	3576
CIDm00031728	154
CIDm00031762	1137
CIDm00031762	1139
CIDm00031765	1813
CIDm00031765	1814
CIDm00032281	7201
CIDm00032281	5617
CIDm00032518	10280
CIDm00032518	10682
CIDm00032518	3909
CIDm00032744	7098
CIDm00032744	23586
CIDm00032756	5054
CIDm00032756	3053
CIDm00032765	590
CIDm00032800	886
CIDm00032800	887
CIDm00033558	9563
CIDm00033558	847
CIDm00033625	148
CIDm00033625	146
CIDm00033625	147
CIDm00034312	1557
CIDm00034378	836
CIDm00034521	4129
CIDm00034579	148
CIDm00034579	146
CIDm00035887	1576
CIDm00036187	1543
CIDm00036339	1585
CIDm00036403	23038
CIDm00036511	6869
CIDm00036523	5617
CIDm00036523	5443
CIDm00036523	2492
CIDm00036523	2798
CIDm00036709	5241
CIDm00036736	5972
CIDm00036736	185
CIDm00036736	186
CIDm00036811	153
CIDm00036906	3358
CIDm00036906	3357
CIDm00036920	153
CIDm00036920	3350
CIDm00037056	1636
CIDm00037392	3757
CIDm00037455	1543
CIDm00037463	59340
CIDm00037482	1268
CIDm00037783	5581
CIDm00037783	5588
CIDm00037783	5580
CIDm00037783	5582
CIDm00037783	5583
CIDm00037783	5578
CIDm00037786	2938
CIDm00037786	2939
CIDm00037786	2940
CIDm00037786	2052
CIDm00037786	2941
CIDm00037850	43
CIDm00037850	590
CIDm00037989	154
CIDm00037989	153
CIDm00038003	2159
CIDm00038003	2152
CIDm00038409	1559
CIDm00038687	32
CIDm00038777	1719
CIDm00039042	5468
CIDm00039042	7352
CIDm00039042	348
CIDm00039042	1376
CIDm00039042	1071
CIDm00039042	336
CIDm00039042	5467
CIDm00039042	1384
CIDm00039042	5054
CIDm00039042	338
CIDm00039042	335
CIDm00039484	6531
CIDm00039484	55244
CIDm00039484	6622
CIDm00039484	6580
CIDm00039484	6581
CIDm00039484	6582
CIDm00039484	146802
CIDm00039562	207
CIDm00039763	1571
CIDm00039763	8989
CIDm00039793	590
CIDm00039793	5444
CIDm00039793	43
CIDm00039860	1268
CIDm00039860	1269
CIDm00040533	6531
CIDm00040600	1080
CIDm00040600	8671
CIDm00040772	632
CIDm00040772	2159
CIDm00040772	2155
CIDm00040772	2147
CIDm00040772	2158
CIDm00040841	4988
CIDm00040846	8767
CIDm00040846	64127
CIDm00040846	22861
CIDm00040973	335
CIDm00040973	5241
CIDm00040973	2155
CIDm00040976	5241
CIDm00041317	1381
CIDm00041376	59340
CIDm00041376	11255
CIDm00041376	3274
CIDm00041526	1719
CIDm00041693	4986
CIDm00041693	4985
CIDm00041693	4988
CIDm00041774	6476
CIDm00041774	279
CIDm00041774	2548
CIDm00041774	8972
CIDm00041774	3039
CIDm00041781	5972
CIDm00041781	1559
CIDm00041781	6915
CIDm00041987	6532
CIDm00042396	153
CIDm00042760	7442
CIDm00042760	7442
CIDm00042785	4986
CIDm00042785	4988
CIDm00042785	11054
CIDm00042785	4985
CIDm00042800	4988
CIDm00042800	4986
CIDm00042800	4985
CIDm00042955	5733
CIDm00042955	5734
CIDm00042955	5732
CIDm00043103	6532
CIDm00043157	1806
CIDm00043216	154
CIDm00043251	5731
CIDm00043251	5737
CIDm00043251	5733
CIDm00043860	207
CIDm00044072	5498
CIDm00044112	5972
CIDm00044112	155
CIDm00044112	153
CIDm00044112	154
CIDm00044562	5473
CIDm00044562	5196
CIDm00044568	4985
CIDm00044568	4986
CIDm00044568	4988
CIDm00044570	4128
CIDm00044668	6532
CIDm00045469	4842
CIDm00046106	207
CIDm00047289	5743
CIDm00047289	1109
CIDm00047289	1576
CIDm00047289	1555
CIDm00047289	1549
CIDm00047289	1543
CIDm00047289	7157
CIDm00047289	1571
CIDm00047289	1553
CIDm00047289	1548
CIDm00047289	207
CIDm00047289	3290
CIDm00047289	1645
CIDm00047318	1576
CIDm00047318	4780
CIDm00047528	3767
CIDm00047652	1268
CIDm00047795	240
CIDm00049381	1132
CIDm00049381	1128
CIDm00049381	3362
CIDm00049381	3363
CIDm00049381	1816
CIDm00050096	2052
CIDm00050096	1543
CIDm00050287	3274
CIDm00050294	3576
CIDm00050895	32
CIDm00051263	1576
CIDm00051263	4988
CIDm00051550	6915
CIDm00051577	2548
CIDm00051577	8972
CIDm00051577	6476
CIDm00051634	2629
CIDm00051634	7357
CIDm00051634	57704
CIDm00051767	1814
CIDm00051767	1813
CIDm00051767	1815
CIDm00052940	6531
CIDm00053040	4056
CIDm00053359	231
CIDm00053359	57016
CIDm00053359	10327
CIDm00054313	2778
CIDm00054313	6915
CIDm00054313	5473
CIDm00054313	5734
CIDm00054313	7422
CIDm00054313	5731
CIDm00054313	5733
CIDm00054313	1906
CIDm00054313	5196
CIDm00054313	5739
CIDm00054343	6915
CIDm00054369	1719
CIDm00054373	6752
CIDm00054373	6750
CIDm00054373	6755
CIDm00054373	885
CIDm00054373	4988
CIDm00054373	3479
CIDm00054373	6754
CIDm00054373	6751
CIDm00054454	2147
CIDm00054454	5155
CIDm00054454	5054
CIDm00054454	2152
CIDm00054454	3569
CIDm00054454	3949
CIDm00054454	348
CIDm00054454	22796
CIDm00054454	3553
CIDm00054454	5444
CIDm00054454	6347
CIDm00054454	207
CIDm00054454	3576
CIDm00054454	5243
CIDm00054454	3156
CIDm00054454	1576
CIDm00054454	335
CIDm00054454	5879
CIDm00054454	7157
CIDm00054454	7422
CIDm00054454	1906
CIDm00054454	7124
CIDm00054454	338
CIDm00054454	4846
CIDm00054454	650
CIDm00054454	4318
CIDm00054454	659
CIDm00054454	387
CIDm00054454	3162
CIDm00054454	4312
CIDm00054459	150
CIDm00054459	152
CIDm00054459	3350
CIDm00054586	1719
CIDm00054688	1576
CIDm00054690	1800
CIDm00054765	590
CIDm00054797	1636
CIDm00054840	6530
CIDm00054840	6531
CIDm00054840	6532
CIDm00054889	1636
CIDm00054929	7378
CIDm00055190	3350
CIDm00055361	3312
CIDm00055361	3308
CIDm00055445	1814
CIDm00055445	1813
CIDm00055480	6530
CIDm00055480	3350
CIDm00055480	6532
CIDm00055482	3269
CIDm00055483	154
CIDm00055582	6865
CIDm00055583	6870
CIDm00055645	1813
CIDm00055667	6915
CIDm00055751	3362
CIDm00055751	3358
CIDm00055751	3350
CIDm00055756	3269
CIDm00056052	154
CIDm00056801	154
CIDm00056959	6331
CIDm00056959	3757
CIDm00056971	3350
CIDm00057030	1723
CIDm00057056	5376
CIDm00057242	1813
CIDm00057242	1814
CIDm00057266	1813
CIDm00057266	1815
CIDm00057266	1814
CIDm00057327	1636
CIDm00057347	3350
CIDm00057469	51284
CIDm00057469	51311
CIDm00057469	3569
CIDm00057469	54106
CIDm00057469	4599
CIDm00057469	7124
CIDm00057469	3576
CIDm00057532	1814
CIDm00057532	1813
CIDm00057537	1814
CIDm00057537	1813
CIDm00057537	1815
CIDm00058145	1813
CIDm00058145	1815
CIDm00059693	1585
CIDm00059693	1584
CIDm00059708	9900
CIDm00059751	885
CIDm00059751	886
CIDm00059751	887
CIDm00059757	240
CIDm00059768	153
CIDm00060062	7153
CIDm00060062	7155
CIDm00060146	1814
CIDm00060146	147
CIDm00060146	148
CIDm00060146	146
CIDm00060149	148
CIDm00060149	3757
CIDm00060149	3358
CIDm00060149	1815
CIDm00060149	1813
CIDm00060149	146
CIDm00060149	3362
CIDm00060149	147
CIDm00060164	1382
CIDm00060164	5915
CIDm00060182	886
CIDm00060184	5972
CIDm00060184	1636
CIDm00060184	213
CIDm00060198	367
CIDm00060404	6915
CIDm00060472	1636
CIDm00060490	240
CIDm00060509	4985
CIDm00060561	4311
CIDm00060594	5972
CIDm00060612	836
CIDm00060612	150
CIDm00060612	152
CIDm00060612	146
CIDm00060621	3350
CIDm00060662	8913
CIDm00060662	1576
CIDm00060662	8911
CIDm00060662	8912
CIDm00060662	1544
CIDm00060680	3269
CIDm00060695	1135
CIDm00060697	4988
CIDm00060697	4985
CIDm00060719	4363
CIDm00060719	10800
CIDm00060726	5742
CIDm00060726	5743
CIDm00060740	3357
CIDm00060740	3358
CIDm00060752	3757
CIDm00060760	4311
CIDm00060761	3360
CIDm00060765	1374
CIDm00060767	4986
CIDm00060769	3350
CIDm00060770	185
CIDm00060781	2147
CIDm00060785	3358
CIDm00060787	1576
CIDm00060787	1577
CIDm00060787	5243
CIDm00060791	10988
CIDm00060795	1813
CIDm00060795	147
CIDm00060795	3350
CIDm00060795	148
CIDm00060795	3358
CIDm00060795	3357
CIDm00060795	1816
CIDm00060795	1815
CIDm00060795	3362
CIDm00060795	152
CIDm00060795	3363
CIDm00060795	150
CIDm00060795	1814
CIDm00060795	3359
CIDm00060795	3269
CIDm00060809	1128
CIDm00060809	3350
CIDm00060809	1132
CIDm00060809	1129
CIDm00060809	1133
CIDm00060809	1131
CIDm00060812	3350
CIDm00060814	4988
CIDm00060817	4860
CIDm00060819	1813
CIDm00060819	148
CIDm00060830	1128
CIDm00060830	1133
CIDm00060830	1129
CIDm00060830	1131
CIDm00060830	1132
CIDm00060834	6532
CIDm00060834	6530
CIDm00060834	6531
CIDm00060842	10800
CIDm00060843	2618
CIDm00060843	7298
CIDm00060843	1719
CIDm00060849	2030
CIDm00060852	2224
CIDm00060853	3354
CIDm00060853	147
CIDm00060853	3350
CIDm00060853	1128
CIDm00060853	3351
CIDm00060853	1815
CIDm00060853	152
CIDm00060853	148
CIDm00060853	3269
CIDm00060853	1814
CIDm00060853	150
CIDm00060853	3358
CIDm00060853	3362
CIDm00060853	1816
CIDm00060853	3363
CIDm00060853	1576
CIDm00060853	1813
CIDm00060856	5724
CIDm00060858	3357
CIDm00060858	147
CIDm00060858	3358
CIDm00060858	148
CIDm00060858	3269
CIDm00060864	3269
CIDm00060864	6284
CIDm00060864	6361
CIDm00060864	3383
CIDm00060876	1595
CIDm00060877	1633
CIDm00060878	186
CIDm00060878	5972
CIDm00060878	185
CIDm00060919	185
CIDm00060923	241
CIDm00060923	240
CIDm00060938	3753
CIDm00060938	3784
CIDm00060938	3757
CIDm00060943	552
CIDm00060949	134
CIDm00060953	1890
CIDm00060953	7298
CIDm00061106	1571
CIDm00061363	5028
CIDm00061635	632
CIDm00061672	6714
CIDm00061672	5787
CIDm00061672	9429
CIDm00061672	5793
CIDm00061672	5770
CIDm00061996	4986
CIDm00061996	4988
